"TIP_SUBJECT_OFFERED_KEY","TERM_CODE","IS_NO_COURSE_MATERIAL","MASTER_COURSE_NUMBER","MASTER_COURSE_NUMBER_SORT","MASTER_COURSE_NUMBER_DESC","MASTER_SUBJECT_ID","MASTER_SUBJECT_ID_SORT","COURSE_NUMBER","COURSE_NUMBER_SORT","COURSE_NUMBER_DESC","SUBJECT_ID","SUBJECT_ID_SORT","SUBJECT_TITLE","OFFER_DEPT_CODE","OFFER_DEPT_NAME","OFFER_SCHOOL_NAME","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","NUM_ENROLLED_STUDENTS","WAREHOUSE_LOAD_DATE"
"001270002005SU","2005SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002006FA","2006FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",0,28-OCT-24
"001270002006JA","2006JA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002006SP","2006SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Stewart, Cynthia","900018738",1,28-OCT-24
"001270002006SU","2006SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002007FA","2007FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Zotos, Elizabeth","900008467",1,28-OCT-24
"001270002007JA","2007JA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002007SP","2007SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Zotos, Elizabeth","900008467",0,28-OCT-24
"001270002007SU","2007SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002008FA","2008FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Kipp, kris","900027201",1,28-OCT-24
"001270002008JA","2008JA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002008SP","2008SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Kipp, kris","900027201",1,28-OCT-24
"001270002008SU","2008SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002009FA","2009FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002009JA","2009JA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002009SP","2009SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",1,28-OCT-24
"001270002009SU","2009SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002010FA","2010FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",2,28-OCT-24
"001270002010JA","2010JA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002010SP","2010SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",1,28-OCT-24
"001270002010SU","2010SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",1,28-OCT-24
"001270002011FA","2011FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",3,28-OCT-24
"001270002011JA","2011JA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002011SP","2011SP","Y","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",1,28-OCT-24
"001270002011SU","2011SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002012FA","2012FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002012JA","2012JA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002012SP","2012SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",1,28-OCT-24
"001270002012SU","2012SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002013FA","2013FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002013JA","2013JA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002013SP","2013SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002013SU","2013SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002014FA","2014FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002014SP","2014SP","Y","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002014SU","2014SU","Y","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002015FA","2015FA","Y","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002015SP","2015SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002015SU","2015SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","","",0,28-OCT-24
"001270002016FA","2016FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002016SP","2016SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002016SU","2016SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002017FA","2017FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002018FA","2018FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002018SP","2018SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002018SU","2018SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002019FA","2019FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002019SP","2019SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002019SU","2019SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002020FA","2020FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002020SP","2020SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002020SU","2020SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002021FA","2021FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002021SP","2021SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002021SU","2021SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002022FA","2022FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002022SP","2022SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002022SU","2022SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002023FA","2023FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002023SP","2023SP","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002023SU","2023SU","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
"001270002024FA","2024FA","","1","  1","Civil and Environmental Eng","1.27","1.27","1","  1","Civil and Environmental Eng","1.27","  1.27","Studies in Transportion","1","Civil and Environmental Eng","Engineering","Wilson, Nigel","900029642",0,28-OCT-24
