"FAC_BUILDING_KEY","BUILDING_NUMBER","PARENT_BUILDING_NUMBER","PARENT_BUILDING_NAME","PARENT_BUILDING_NAME_LONG","BUILDING_NAME_LONG","EXT_GROSS_AREA","ASSIGNABLE_AREA","NON_ASSIGNABLE_AREA","SITE","CAMPUS_SECTOR","ACCESS_LEVEL_CODE","ACCESS_LEVEL_NAME","BUILDING_TYPE","OWNERSHIP_TYPE","BUILDING_USE","OCCUPANCY_CLASS","BUILDING_HEIGHT","COST_CENTER_CODE","COST_COLLECTOR_KEY","LATITUDE_WGS","LONGITUDE_WGS","EASTING_X_SPCS","NORTHING_Y_SPCS","BUILDING_SORT","BUILDING_NAMED_FOR","BUILDING_NAME","DATE_BUILT","DATE_ACQUIRED","DATE_OCCUPIED","WAREHOUSE_LOAD_DATE","NUM_OF_ROOMS"
"OC24","OC24","","","","Haystack Antenna Facility",8949.55,6922.81,872.63,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","UGB","0.00","","",42.61305153,-71.49373035,657854.40781700006,3048434.2786599901,"OC24","-","HAYSTACK ANTENNA FACILITY","","","01/01/1980",28-OCT-24,33
"OC25","OC25","","","","Haystack Observatory",40092.79,32035.51,4161.42,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","UGB","0.00","","",42.62334743,-71.4882395,659331.98663399904,3052186.7655199901,"OC25","-","HAYSTACK OBSERVATORY","","","",28-OCT-24,152
"OC26","OC26","","","","Haystack Atmospheric Sciences Building",1396.85,1224.22,30.67,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","UGB","0.00","","",42.61877582,-71.49063275,658688.02822700003,3050520.56256,"OC26","-","HAYSTACK ATMOSPHERIC SCIENCES BUILDING","","","",28-OCT-24,10
"OC31","OC31","","","","Katahdin Hill 1",21163.64,13246.98,5884.84,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC31","-","KATAHDIN HILL 1","","","",28-OCT-24,95
"OC32","OC32","","","","Lexington Field House",18635.38,14812.52,2425.79,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC32","-","LEXINGTON FIELD HOUSE","","","",28-OCT-24,19
"OC33","OC33","","","","Annex 3",12421.75,8671.97,2463.49,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC33","-","ANNEX 3","","","",28-OCT-24,37
"OC35","OC35","","","","Annex V",25834.27,16761.01,6385.23,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC35","-","ANNEX V","","","",28-OCT-24,91
"OC36","OC36","","","","Annex 6",6910.33,4364.63,1851.64,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC36","-","ANNEX 6","","","",28-OCT-24,28
"OC40","OC40","","","","MASS GREEN HIGH PERFORMANCE COMPUTING CENTER",1469.02,1469.03,0,"HOLYOKE","OFFCAMPUS",1,"1","SERVICE","LEASED","AER","(NULL)","0.00","","",,,,,"OC40","-","MASS GREEN HIGH PERFORMANCE COMPUTING CENTER","03/21/2014","","11/01/2012",28-OCT-24,4
"OC46","OC46","","","","353 MIDDLESEX AVE",870,821.53,0,"WILM","OFFCAMPUS",1,"1","SERVICE","LEASED","OTH","(NULL)","0.00","","",,,,,"OC46","","353 MIDDLESEX AVE","","02/13/2024","02/13/2024",28-OCT-24,1
"W18P","W18P","","","","Building W18 Garage",68061.1,55810.62,5886.22,"MIT","WEST",2,"2","SERVICE","OWNED","GAR","(NULL)","0.00","","",,,,,"W18P","","BUILDING W18 GARAGE","08/05/2024","","08/05/2024",28-OCT-24,34
"W51C","W51C","","","","405 Memorial Drive - Pi Phi",17286.8,9907.38,4741.51,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","0.00","","",42.35618661,-71.09724199,765027.65080299904,2955080.4874700001,"W51C","-","405 MEMORIAL DRIVE","","","06/24/2010",28-OCT-24,84
"W51D","W51D","","","","BUILDING W51D",16346.18,8901.02,5102.65,"MIT","WEST",2,"2","RESIDENT","OWNED","(NULL)","(NULL)","0.00","","",,,,,"W51D","","BUILDING W51D","","07/01/2016","07/01/2016",28-OCT-24,79
"W53A","W53A","","","","J B Carr Indoor Tennis Facility (Office)",1159.47,694.95,259.08,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","12.40","","",42.35697792,-71.09735146,764996.70269199903,2955368.7158300001,"W53A","JASPER B. CARR","CARR INDOOR TENNIS FACILITY (OFFICE)","10/01/1984","","05/01/1985",28-OCT-24,10
"W53B","W53B","","","","J B Carr Indoor Tennis Facility (Office)",140,59.95,61.3,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","9.00","","",42.35696636,-71.09694708,765106.01835599903,2955365.0210500001,"W53B","-","DUPONT TENNIS COURTS (OFFICE)","","","07/27/2004",28-OCT-24,2
"W53C","W53C","","","","Building W53C",253.69,0,219.69,"MIT","WEST",2,"2","SERVICE","OWNED","OTH","UGU","0.00","","",,,,,"W53C","-","BUILDING W53C","10/01/2008","","10/01/2008",28-OCT-24,1
"W53D","W53D","","","","J B Carr Indoor Tennis Facility(Svc)",141.79,111.46,0,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","0.00","","",,,,,"W53D","-","CARR INDOOR TENNIS FACILITY(SVC)","","","09/16/2008",28-OCT-24,1
"W53E","W53E","","","","Building W53E",98.84,37.03,0,"MIT","WEST",2,"2","SERVICE","OWNED","OTH","UGU","0.00","","",,,,,"W53E","","BUILDING W53E","","","12/07/2016",28-OCT-24,1
"W53F","W53F","","","","BUILDING W53F",193.96,166.88,0,"MIT","WEST",2,"2","SERVICE","OWNED","OTH","UGU","0.00","","",,,,,"W53F","","BUILDING W53F","","","12/07/2016",28-OCT-24,1
"W53G","W53G","","","","BUILDING W53G",48.31,35.31,0,"MIT","WEST",2,"2","SERVICE","OWNED","OTH","UGU","0.00","","",,,,,"W53G","","BUILDING W53G","","","12/07/2016",28-OCT-24,1
"W61A","W61A","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing A)",12634.2,7785.44,2834.57,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61A","-","MACGREGOR HOUSE (A)","","","",28-OCT-24,90
"W61B","W61B","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing B)",12634.2,7792.77,2746.05,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61B","-","MACGREGOR HOUSE (B)","","","",28-OCT-24,91
"W61C","W61C","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing C)",12634.2,7792.1,2728.18,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61C","-","MACGREGOR HOUSE (C)","","","",28-OCT-24,91
"W61D","W61D","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing D)",12498.73,7647.77,2760.68,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61D","-","MACGREGOR HOUSE (D)","","","",28-OCT-24,91
"W61E","W61E","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing E)",11664.6,7061.95,2251.63,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61E","-","MACGREGOR HOUSE (E)","","","",28-OCT-24,87
"W61F","W61F","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing F)",12611.59,8292.89,1830.64,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61F","-","MACGREGOR HOUSE (F)","","","",28-OCT-24,102
"W61G","W61G","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing G)",12942.63,9427.59,1318.11,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61G","-","MACGREGOR HOUSE (G)","","","",28-OCT-24,98
"W61H","W61H","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing H)",13259.73,9412.37,1555.8,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61H","-","MACGREGOR HOUSE (H)","","","",28-OCT-24,99
"W61J","W61J","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing J)",9271.12,6142.3,1267.26,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61J","-","MACGREGOR HOUSE (J)","","","",28-OCT-24,75
"W61M","W61M","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing M)",4827.23,4371.44,24.48,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61M","-","MACGREGOR HOUSE (M)","","","",28-OCT-24,3
"W85A","W85A","W85ABC","WESTGATE (ABC)","Westgate ABC","Westgate A Married Student Housing",4686.42,3725.83,453.68,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85A","-","WESTGATE (A)","","","",28-OCT-24,11
"W85B","W85B","W85ABC","WESTGATE (ABC)","Westgate ABC","Westgate B Married Student Housing",4635.79,3705.6,453.68,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85B","-","WESTGATE (B)","","","",28-OCT-24,10
"W85C","W85C","W85ABC","WESTGATE (ABC)","Westgate ABC","Westgate C Married Student Housing",4661.33,3701.95,454.98,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85C","-","WESTGATE (C)","","","",28-OCT-24,10
"W85D","W85D","W85DE","WESTGATE (DE)","Westgate DE","Westgate D Married Student Housing",4667.7,3713.09,454.55,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85D","-","WESTGATE (D)","","","",28-OCT-24,10
"W85E","W85E","W85DE","WESTGATE (DE)","Westgate DE","Westgate E Married Student Housing",4653.21,3704.69,449.76,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85E","-","WESTGATE (E)","","","",28-OCT-24,10
"W85F","W85F","W85FG","WESTGATE (FG)","Westgate FG","Westgate F Married Student Housing",4667.7,3713.09,454.55,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85F","-","WESTGATE (F)","","","",28-OCT-24,10
"W85G","W85G","W85FG","WESTGATE (FG)","Westgate FG","Westgate G Married Student Housing",4653.21,3704.69,449.76,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85G","-","WESTGATE (G)","","","",28-OCT-24,10
"W85H","W85H","W85HJK","WESTGATE (HJK)","Westgate HJK","Westgate H Married Student Housing",4677.62,3727.52,445.9,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85H","-","WESTGATE (H)","","","",28-OCT-24,10
"W85J","W85J","W85HJK","WESTGATE (HJK)","Westgate HJK","Westgate J Married Student Housing",4630.7,3701.56,451.91,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85J","-","WESTGATE (J)","","","",28-OCT-24,10
"W85K","W85K","W85HJK","WESTGATE (HJK)","Westgate HJK","Westgate K Married Student Housing",4687.15,3721.22,460.59,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85K","-","WESTGATE (K)","","","",28-OCT-24,10
"WW15","WW15","","","","Building WW15",42145.75,37393.77,2926.18,"MIT","WESTWEST",2,"2","SERVICE","OWNED","AER","UGS2","16.00","1846500","1846500",42.35536136,-71.10946972,761724.03371300001,2954764.3792699901,"WW15","-","BUILDING WW15","12/31/1969","","12/31/1969",28-OCT-24,109
"NE106","NE106","","","","101 ROGERS STREET",3694.94,3285.81,0,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","(NULL)","0.00","","",,,,,"NE106","","101 ROGERS STREET","","","05/07/2024",28-OCT-24,4
"NW12A","NW12A","","","","Nuclear Reactor Lab",400.83,328.89,0,"MIT","NORTHWEST",0,"0","ACADEMIC","OWNED","AER","UGB","0.00","","",,,,,"NW12A","-","BUILDING NW12A","03/21/2014","","03/21/2014",28-OCT-24,1
"NW38A","NW38A","","","","BUILDING NW38A",705,420.79,172.72,"MIT","NORTHWEST",2,"2","SERVICE","OWNED","OTH","(NULL)","0.00","","",,,,,"NW38A","","BUILDING NW38A","03/09/2018","","03/09/2018",28-OCT-24,5
"NW86P","NW86P","","","","70 Pacific Street Dormitory Garage",52869.94,41866.72,6803.15,"MIT","NORTHWEST",2,"2","SERVICE","OWNED","GAR","UGS2","","","",,,,,"NW86P","-","70 PACIFIC STREET DORMITORY GARAGE","02/01/2001","","08/01/2002",28-OCT-24,34
"OC100","OC100","","","","BUILDING OC100",2649.3,1891.48,16.82,"DC","OFFCAMPUS",1,"1","ACADEMIC","LEASED","OTH","(NULL)","","","",,,,,"OC100","-","BUILDING OC100","","","07/01/1991",28-OCT-24,11
"OC101","OC101","","","","BUILDING OC101",0,0,0,"DC","OFFCAMPUS",1,"1","ACADEMIC","LEASED","OTH","(NULL)","0.00","","",,,,,"OC101","","BUILDING OC101","","","07/27/2020",28-OCT-24,1
"OC19A","OC19A","","","","Bates LINAC: Administration Bldg",6766.98,5452.12,715.94,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.59903574,-70.98094431,795922.70283800003,3043751.42551,"OC19A","-","BATES LINAC: ADMINISTRATION BLDG","","","",28-OCT-24,31
"OC19B","OC19B","","","","Bates LINAC: Research Bldg",13810.89,10430.44,1578.19,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.59902728,-70.98045009,796055.788757,3043749.1522400002,"OC19B","-","BATES LINAC: RESEARCH BLDG","","","",28-OCT-24,44
"OC19C","OC19C","","","","BATES LINAC: North Experimental Hall",6081.18,5375.22,11.05,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.59839424,-70.98029001,796100.29527,3043518.7098300001,"OC19C","-","BATES LINAC: NORTH EXPERIMENTAL HALL","","","",28-OCT-24,4
"OC19D","OC19D","","","","BATES LINAC: Warehouse #2",7760.09,7211.92,0,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.59712556,-70.97935299,796355.41192999901,3043057.8884999901,"OC19D","-","BATES LINAC: WAREHOUSE #2","","","",28-OCT-24,3
"OC19E","OC19E","","","","BATES LINAC: Ring Service Building",3058.54,2225.79,218.06,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.5990687,-70.97900366,796445.14395099902,3043766.6228900002,"OC19E","-","BATES LINAC: RING SERVICE BUILDING","","","",28-OCT-24,7
"OC19F","OC19F","","","","BATES LINAC: South Experimental Hall",58104.54,30868.54,8738.37,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.59833733,-70.9814985,795775.03718700004,3043495.98697,"OC19F","-","BATES LINAC: SOUTH EXPERIMENTAL HALL","","","",28-OCT-24,48
"OC19G","OC19G","","","","BATES LINAC: North Hall Exhaust",454.61,372.3,13.64,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.59805495,-70.98273355,795443.12176899903,3043391.05788999,"OC19G","-","BATES LINAC: NORTH HALL EXHAUST","","","",28-OCT-24,2
"OC19H","OC19H","","","","BATES LINAC: Engineering",23160.22,19138.64,1981.35,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19H","-","BATES LINAC: ENGINEERING","","","",28-OCT-24,57
"OC19J","OC19J","","","","BATES LINAC: Gas Bottle/Tank Storage",400.94,348.95,0,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19J","-","BATES LINAC: GAS BOTTLE/TANK STORAGE","","","",28-OCT-24,2
"OC19K","OC19K","","","","BATES LINAC: Vault & Tunnel Gallery",55607.34,40136.19,4760.49,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19K","-","BATES LINAC: VAULT & TUNNEL GALLERY","","","",28-OCT-24,45
"OC19L","OC19L","","","","BATES LINAC: Warehouse #1",2644.67,2299.14,0,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19L","-","BATES LINAC: WAREHOUSE #1","","","",28-OCT-24,3
"OC19M","OC19M","","","","BATES LINAC: Barn",2225.34,2062.22,0,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19M","-","BATES LINAC: BARN","","","",28-OCT-24,3
"OC19N","OC19N","","","","BATES LINAC: Warehouse #3",8141.95,5850.56,57.15,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19N","-","BATES LINAC: WAREHOUSE #3","","","",28-OCT-24,4
"OC19Q","OC19Q","","","","BATES LINAC: Water Tower",241.54,188.14,2.51,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19Q","-","BATES LINAC: WATER TOWER","","","",28-OCT-24,3
"OC21A","OC21A","","","","WALLACE ASTROPHYSICAL OBSERVATORY",450.17,426.64,0,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","0.00","","",,,,,"OC21A","","WALLACE ASTROPHYSICAL OBSERVATORY","","","",28-OCT-24,1
"OC21B","OC21B","","","","WALLACE ASTROPHYSICAL OBSERVATORY",411.47,370.71,0,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","0.00","","",,,,,"OC21B","","WALLACE ASTROPHYSICAL OBSERVATORY","","","",28-OCT-24,2
"OC21C","OC21C","","","","WALLACE ASTROPHYSICAL OBSERVATORY",100.38,87.21,0,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","0.00","","",,,,,"OC21C","","WALLACE ASTROPHYSICAL OBSERVATORY","","","",28-OCT-24,1
"OC21D","OC21D","","","","WALLACE ASTROPHYSICAL OBSERVATORY",100.38,87.21,0,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","0.00","","",,,,,"OC21D","","WALLACE ASTROPHYSICAL OBSERVATORY","","","",28-OCT-24,1
"OC21E","OC21E","","","","WALLACE ASTROPHYSICAL OBSERVATORY",192,72.13,0,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","0.00","","",,,,,"OC21E","","WALLACE ASTROPHYSICAL OBSERVATORY","","","",28-OCT-24,1
"OC21F","OC21F","","","","WALLACE ASTROPHYSICAL OBSERVATORY",100.38,87.21,0,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","0.00","","",,,,,"OC21F","","WALLACE ASTROPHYSICAL OBSERVATORY","","","",28-OCT-24,1
"OC31A","OC31A","","","","Katahdin Hill 1A",2989.21,2567.45,151.48,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC31A","-","KATAHDIN HILL 1A","","","",28-OCT-24,7
"OC32A","OC32A","","","","Balloon House A",1585.32,0,1180.83,"LINC","OFFCAMPUS",1,"1","SERVICE","OWNED","OTH","(NULL)","","","",,,,,"OC32A","-","BALLOON HOUSE A","","","",28-OCT-24,4
"OC32B","OC32B","","","","Balloon House B",132.03,116.25,0,"LINC","OFFCAMPUS",1,"1","SERVICE","OWNED","OTH","(NULL)","","","",,,,,"OC32B","-","BALLOON HOUSE B","","","",28-OCT-24,1
"OC36A","OC36A","","","","Annex 6 Trailer",960,912.58,0,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC36A","-","ANNEX 6 TRAILER","","","",28-OCT-24,1
"W85DE","W85DE","","","","Westgate DE",9320.91,7417.78,904.31,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","31.10","1348000","1348000",42.35537463,-71.10394804,763216.46723499906,2954776.0956700002,"W85DE","-","WESTGATE (DE)","01/01/1962","","08/01/1963",28-OCT-24,0
"W85FG","W85FG","","","","Westgate FG",9320.91,7417.78,904.31,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","31.10","1348000","1348000",42.35562303,-71.10360026,763310.04989100003,2954867.0569000002,"W85FG","-","WESTGATE (FG)","01/01/1962","","08/01/1963",28-OCT-24,0
"W85ABC","W85ABC","","","","Westgate ABC",13983.54,11133.38,1362.34,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","30.60","1348000","1348000",42.35498174,-71.10390088,763229.881421,2954632.9782799901,"W85ABC","-","WESTGATE (ABC)","01/01/1962","","08/01/1963",28-OCT-24,0
"W85HJK","W85HJK","","","","Westgate HJK",13995.47,11150.3,1358.4,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","31.10","1348000","1348000",42.35545034,-71.10315273,763431.30457699904,2954804.6881300001,"W85HJK","-","WESTGATE (HJK)","01/01/1962","","08/01/1963",28-OCT-24,0
